Дата,store_id,item_id,Quantity
2025-01-01,mFgAGZmZFE4R4zMCL19vIg==,jagAUFaNLXIR6Vp7jFGOeA==,15.271267384449457
2025-01-02,mFgAGZmZFE4R4zMCL19vIg==,jagAUFaNLXIR6Vp7jFGOeA==,16.053080581367905
2025-01-03,mFgAGZmZFE4R4zMCL19vIg==,jagAUFaNLXIR6Vp7jFGOeA==,15.421444116769408
2025-01-04,mFgAGZmZFE4R4zMCL19vIg==,jagAUFaNLXIR6Vp7jFGOeA==,15.333831744445423
2025-01-05,mFgAGZmZFE4R4zMCL19vIg==,jagAUFaNLXIR6Vp7jFGOeA==,13.637343366343403
2025-01-06,mFgAGZmZFE4R4zMCL19vIg==,jagAUFaNLXIR6Vp7jFGOeA==,13.872907699167301
2025-01-07,mFgAGZmZFE4R4zMCL19vIg==,jagAUFaNLXIR6Vp7jFGOeA==,14.524836481726446
2025-01-08,mFgAGZmZFE4R4zMCL19vIg==,jagAUFaNLXIR6Vp7jFGOeA==,14.042327949683147
2025-01-09,mFgAGZmZFE4R4zMCL19vIg==,jagAUFaNLXIR6Vp7jFGOeA==,14.779356504380164
2025-01-10,mFgAGZmZFE4R4zMCL19vIg==,jagAUFaNLXIR6Vp7jFGOeA==,14.114579313121649
2025-01-11,mFgAGZmZFE4R4zMCL19vIg==,jagAUFaNLXIR6Vp7jFGOeA==,14.007087587561976
2025-01-12,mFgAGZmZFE4R4zMCL19vIg==,jagAUFaNLXIR6Vp7jFGOeA==,12.305368721468144
2025-01-13,mFgAGZmZFE4R4zMCL19vIg==,jagAUFaNLXIR6Vp7jFGOeA==,12.551461504583422
2025-01-14,mFgAGZmZFE4R4zMCL19vIg==,jagAUFaNLXIR6Vp7jFGOeA==,13.230469291376727
2025-01-15,mFgAGZmZFE4R4zMCL19vIg==,jagAUFaNLXIR6Vp7jFGOeA==,12.792030139118165
2025-01-16,mFgAGZmZFE4R4zMCL19vIg==,jagAUFaNLXIR6Vp7jFGOeA==,13.590181926792678
2025-01-17,mFgAGZmZFE4R4zMCL19vIg==,jagAUFaNLXIR6Vp7jFGOeA==,13.003254041285057
2025-01-18,mFgAGZmZFE4R4zMCL19vIg==,jagAUFaNLXIR6Vp7jFGOeA==,12.98961396344641
2025-01-19,mFgAGZmZFE4R4zMCL19vIg==,jagAUFaNLXIR6Vp7jFGOeA==,11.39663523929838
2025-01-20,mFgAGZmZFE4R4zMCL19vIg==,jagAUFaNLXIR6Vp7jFGOeA==,11.764869063352638
2025-01-21,mFgAGZmZFE4R4zMCL19vIg==,jagAUFaNLXIR6Vp7jFGOeA==,12.577584066952149
2025-01-22,mFgAGZmZFE4R4zMCL19vIg==,jagAUFaNLXIR6Vp7jFGOeA==,12.282272748883656
2025-01-23,mFgAGZmZFE4R4zMCL19vIg==,jagAUFaNLXIR6Vp7jFGOeA==,13.230561706068581
2025-01-24,mFgAGZmZFE4R4zMCL19vIg==,jagAUFaNLXIR6Vp7jFGOeA==,12.798156141978794
2025-01-25,mFgAGZmZFE4R4zMCL19vIg==,jagAUFaNLXIR6Vp7jFGOeA==,12.940645651259004
2025-01-26,mFgAGZmZFE4R4zMCL19vIg==,jagAUFaNLXIR6Vp7jFGOeA==,11.502536242466828
2025-01-27,mFgAGZmZFE4R4zMCL19vIg==,jagAUFaNLXIR6Vp7jFGOeA==,12.021489155155074
2025-01-28,mFgAGZmZFE4R4zMCL19vIg==,jagAUFaNLXIR6Vp7jFGOeA==,12.977929291884045
2025-01-29,mFgAGZmZFE4R4zMCL19vIg==,jagAUFaNLXIR6Vp7jFGOeA==,12.816619878516708
