Дата,store_id,item_id,Quantity
2025-01-01,gPKQGw4P74wR5sEfXKoQ9g==,hFMAIk3YOt0R677GElyOTA==,4.301299977424603
2025-01-02,gPKQGw4P74wR5sEfXKoQ9g==,hFMAIk3YOt0R677GElyOTA==,4.458796244986893
2025-01-03,gPKQGw4P74wR5sEfXKoQ9g==,hFMAIk3YOt0R677GElyOTA==,4.435952112675415
2025-01-04,gPKQGw4P74wR5sEfXKoQ9g==,hFMAIk3YOt0R677GElyOTA==,3.858521820536113
2025-01-05,gPKQGw4P74wR5sEfXKoQ9g==,hFMAIk3YOt0R677GElyOTA==,3.4238849490473204
2025-01-06,gPKQGw4P74wR5sEfXKoQ9g==,hFMAIk3YOt0R677GElyOTA==,3.5018889751880744
2025-01-07,gPKQGw4P74wR5sEfXKoQ9g==,hFMAIk3YOt0R677GElyOTA==,3.8568255495213295
2025-01-08,gPKQGw4P74wR5sEfXKoQ9g==,hFMAIk3YOt0R677GElyOTA==,3.640674116552386
2025-01-09,gPKQGw4P74wR5sEfXKoQ9g==,hFMAIk3YOt0R677GElyOTA==,3.868232645743931
2025-01-10,gPKQGw4P74wR5sEfXKoQ9g==,hFMAIk3YOt0R677GElyOTA==,3.919700847110533
2025-01-11,gPKQGw4P74wR5sEfXKoQ9g==,hFMAIk3YOt0R677GElyOTA==,3.4192465137984636
2025-01-12,gPKQGw4P74wR5sEfXKoQ9g==,hFMAIk3YOt0R677GElyOTA==,3.0626309507341674
2025-01-13,gPKQGw4P74wR5sEfXKoQ9g==,hFMAIk3YOt0R677GElyOTA==,3.218092415265204
2025-01-14,gPKQGw4P74wR5sEfXKoQ9g==,hFMAIk3YOt0R677GElyOTA==,3.648362749880575
2025-01-15,gPKQGw4P74wR5sEfXKoQ9g==,hFMAIk3YOt0R677GElyOTA==,3.5039497460472817
2025-01-16,gPKQGw4P74wR5sEfXKoQ9g==,hFMAIk3YOt0R677GElyOTA==,3.7983039712461215
2025-01-17,gPKQGw4P74wR5sEfXKoQ9g==,hFMAIk3YOt0R677GElyOTA==,3.910434474400682
2025-01-18,gPKQGw4P74wR5sEfXKoQ9g==,hFMAIk3YOt0R677GElyOTA==,3.4635031563267518
2025-01-19,gPKQGw4P74wR5sEfXKoQ9g==,hFMAIk3YOt0R677GElyOTA==,3.1524730349251735
2025-01-20,gPKQGw4P74wR5sEfXKoQ9g==,hFMAIk3YOt0R677GElyOTA==,3.345008747949862
2025-01-21,gPKQGw4P74wR5sEfXKoQ9g==,hFMAIk3YOt0R677GElyOTA==,3.8035040524571775
2025-01-22,gPKQGw4P74wR5sEfXKoQ9g==,hFMAIk3YOt0R677GElyOTA==,3.67836861198038
2025-01-23,gPKQGw4P74wR5sEfXKoQ9g==,hFMAIk3YOt0R677GElyOTA==,3.983192735083144
2025-01-24,gPKQGw4P74wR5sEfXKoQ9g==,hFMAIk3YOt0R677GElyOTA==,4.097354592456636
2025-01-25,gPKQGw4P74wR5sEfXKoQ9g==,hFMAIk3YOt0R677GElyOTA==,3.6445999879258593
2025-01-26,gPKQGw4P74wR5sEfXKoQ9g==,hFMAIk3YOt0R677GElyOTA==,3.320670369508293
2025-01-27,gPKQGw4P74wR5sEfXKoQ9g==,hFMAIk3YOt0R677GElyOTA==,3.4941780341141304
2025-01-28,gPKQGw4P74wR5sEfXKoQ9g==,hFMAIk3YOt0R677GElyOTA==,3.928604031898735
2025-01-29,gPKQGw4P74wR5sEfXKoQ9g==,hFMAIk3YOt0R677GElyOTA==,3.775551923110214
2025-01-30,gPKQGw4P74wR5sEfXKoQ9g==,hFMAIk3YOt0R677GElyOTA==,4.049877002573049
2025-01-31,gPKQGw4P74wR5sEfXKoQ9g==,hFMAIk3YOt0R677GElyOTA==,4.132256533165853
2025-02-01,gPKQGw4P74wR5sEfXKoQ9g==,hFMAIk3YOt0R677GElyOTA==,3.6477321114629007
2025-02-02,gPKQGw4P74wR5sEfXKoQ9g==,hFMAIk3YOt0R677GElyOTA==,3.293300903449959
2025-02-03,gPKQGw4P74wR5sEfXKoQ9g==,hFMAIk3YOt0R677GElyOTA==,3.4387557297683786
2025-02-04,gPKQGw4P74wR5sEfXKoQ9g==,hFMAIk3YOt0R677GElyOTA==,3.8486504777042807
2025-02-05,gPKQGw4P74wR5sEfXKoQ9g==,hFMAIk3YOt0R677GElyOTA==,3.675524881994843
2025-02-06,gPKQGw4P74wR5sEfXKoQ9g==,hFMAIk3YOt0R677GElyOTA==,3.9350090721384143
