Дата,store_id,item_id,Quantity
2025-01-01,jsySHiRm8fJNrz6IubJskA==,gPGQGw4P74wR5qxz/jGHWg==,0.25862264611246677
2025-01-02,jsySHiRm8fJNrz6IubJskA==,gPGQGw4P74wR5qxz/jGHWg==,0.17980317857901856
2025-01-03,jsySHiRm8fJNrz6IubJskA==,gPGQGw4P74wR5qxz/jGHWg==,0.2785027874525222
2025-01-04,jsySHiRm8fJNrz6IubJskA==,gPGQGw4P74wR5qxz/jGHWg==,0.2652147373771462
2025-01-05,jsySHiRm8fJNrz6IubJskA==,gPGQGw4P74wR5qxz/jGHWg==,0.3179184313507837
2025-01-06,jsySHiRm8fJNrz6IubJskA==,gPGQGw4P74wR5qxz/jGHWg==,0.3423752569757173
2025-01-07,jsySHiRm8fJNrz6IubJskA==,gPGQGw4P74wR5qxz/jGHWg==,0.37597057661301153
2025-01-08,jsySHiRm8fJNrz6IubJskA==,gPGQGw4P74wR5qxz/jGHWg==,0.4134668038817522
2025-01-09,jsySHiRm8fJNrz6IubJskA==,gPGQGw4P74wR5qxz/jGHWg==,0.32841559165368406
2025-01-10,jsySHiRm8fJNrz6IubJskA==,gPGQGw4P74wR5qxz/jGHWg==,0.41867975179800176
2025-01-11,jsySHiRm8fJNrz6IubJskA==,gPGQGw4P74wR5qxz/jGHWg==,0.3949423349151914
2025-01-12,jsySHiRm8fJNrz6IubJskA==,gPGQGw4P74wR5qxz/jGHWg==,0.43541189125441915
2025-01-13,jsySHiRm8fJNrz6IubJskA==,gPGQGw4P74wR5qxz/jGHWg==,0.44611247044936797
2025-01-14,jsySHiRm8fJNrz6IubJskA==,gPGQGw4P74wR5qxz/jGHWg==,0.4647190811851716
2025-01-15,jsySHiRm8fJNrz6IubJskA==,gPGQGw4P74wR5qxz/jGHWg==,0.4863037263883379
2025-01-16,jsySHiRm8fJNrz6IubJskA==,gPGQGw4P74wR5qxz/jGHWg==,0.3847402219202212
2025-01-17,jsySHiRm8fJNrz6IubJskA==,gPGQGw4P74wR5qxz/jGHWg==,0.4582186065719299
2025-01-18,jsySHiRm8fJNrz6IubJskA==,gPGQGw4P74wR5qxz/jGHWg==,0.41774675893970176
2025-01-19,jsySHiRm8fJNrz6IubJskA==,gPGQGw4P74wR5qxz/jGHWg==,0.44184842460608253
2025-01-20,jsySHiRm8fJNrz6IubJskA==,gPGQGw4P74wR5qxz/jGHWg==,0.4368463837846411
2025-01-21,jsySHiRm8fJNrz6IubJskA==,gPGQGw4P74wR5qxz/jGHWg==,0.44069163901684855
2025-01-22,jsySHiRm8fJNrz6IubJskA==,gPGQGw4P74wR5qxz/jGHWg==,0.44870387916450893
2025-01-23,jsySHiRm8fJNrz6IubJskA==,gPGQGw4P74wR5qxz/jGHWg==,0.3349715471835433
