Дата,store_id,item_id,Quantity
2025-01-01,jsySHiRm8fJNrz6IubJskA==,jagAUFaNLXIR6Vp7jFGOeA==,-0.05351695892898867
2025-01-02,jsySHiRm8fJNrz6IubJskA==,jagAUFaNLXIR6Vp7jFGOeA==,-0.10398517702706706
2025-01-03,jsySHiRm8fJNrz6IubJskA==,jagAUFaNLXIR6Vp7jFGOeA==,-0.003951698674216936
2025-01-04,jsySHiRm8fJNrz6IubJskA==,jagAUFaNLXIR6Vp7jFGOeA==,-0.014499610823399872
2025-01-05,jsySHiRm8fJNrz6IubJskA==,jagAUFaNLXIR6Vp7jFGOeA==,-0.09626744029813489
2025-01-06,jsySHiRm8fJNrz6IubJskA==,jagAUFaNLXIR6Vp7jFGOeA==,-0.03766911784382701
2025-01-07,jsySHiRm8fJNrz6IubJskA==,jagAUFaNLXIR6Vp7jFGOeA==,-0.13435805561551523
2025-01-08,jsySHiRm8fJNrz6IubJskA==,jagAUFaNLXIR6Vp7jFGOeA==,-0.17342589460384572
2025-01-09,jsySHiRm8fJNrz6IubJskA==,jagAUFaNLXIR6Vp7jFGOeA==,-0.21553637292384317
2025-01-10,jsySHiRm8fJNrz6IubJskA==,jagAUFaNLXIR6Vp7jFGOeA==,-0.10667332442267696
2025-01-11,jsySHiRm8fJNrz6IubJskA==,jagAUFaNLXIR6Vp7jFGOeA==,-0.10810719852168499
2025-01-12,jsySHiRm8fJNrz6IubJskA==,jagAUFaNLXIR6Vp7jFGOeA==,-0.18064659792389018
2025-01-13,jsySHiRm8fJNrz6IubJskA==,jagAUFaNLXIR6Vp7jFGOeA==,-0.1128545268850315
2025-01-14,jsySHiRm8fJNrz6IubJskA==,jagAUFaNLXIR6Vp7jFGOeA==,-0.20050968562718796
2025-01-15,jsySHiRm8fJNrz6IubJskA==,jagAUFaNLXIR6Vp7jFGOeA==,-0.23080342351032046
2025-01-16,jsySHiRm8fJNrz6IubJskA==,jagAUFaNLXIR6Vp7jFGOeA==,-0.26447282482275886
2025-01-17,jsySHiRm8fJNrz6IubJskA==,jagAUFaNLXIR6Vp7jFGOeA==,-0.14754892627670713
2025-01-18,jsySHiRm8fJNrz6IubJskA==,jagAUFaNLXIR6Vp7jFGOeA==,-0.14132441431826262
2025-01-19,jsySHiRm8fJNrz6IubJskA==,jagAUFaNLXIR6Vp7jFGOeA==,-0.2066072255240228
2025-01-20,jsySHiRm8fJNrz6IubJskA==,jagAUFaNLXIR6Vp7jFGOeA==,-0.1319396416418403
2025-01-21,jsySHiRm8fJNrz6IubJskA==,jagAUFaNLXIR6Vp7jFGOeA==,-0.21306308963355186
2025-01-22,jsySHiRm8fJNrz6IubJskA==,jagAUFaNLXIR6Vp7jFGOeA==,-0.23711911429975138
2025-01-23,jsySHiRm8fJNrz6IubJskA==,jagAUFaNLXIR6Vp7jFGOeA==,-0.26478683750825627
2025-01-24,jsySHiRm8fJNrz6IubJskA==,jagAUFaNLXIR6Vp7jFGOeA==,-0.14203573376903966
2025-01-25,jsySHiRm8fJNrz6IubJskA==,jagAUFaNLXIR6Vp7jFGOeA==,-0.13009789704389682
2025-01-26,jsySHiRm8fJNrz6IubJskA==,jagAUFaNLXIR6Vp7jFGOeA==,-0.18972605063195735
2025-01-27,jsySHiRm8fJNrz6IubJskA==,jagAUFaNLXIR6Vp7jFGOeA==,-0.10941672764400828
2025-01-28,jsySHiRm8fJNrz6IubJskA==,jagAUFaNLXIR6Vp7jFGOeA==,-0.184878681054073
2025-01-29,jsySHiRm8fJNrz6IubJskA==,jagAUFaNLXIR6Vp7jFGOeA==,-0.20323685711156436
2025-01-30,jsySHiRm8fJNrz6IubJskA==,jagAUFaNLXIR6Vp7jFGOeA==,-0.22517213418650717
2025-01-31,jsySHiRm8fJNrz6IubJskA==,jagAUFaNLXIR6Vp7jFGOeA==,-0.09667557027800608
2025-02-01,jsySHiRm8fJNrz6IubJskA==,jagAUFaNLXIR6Vp7jFGOeA==,-0.0790212757312323
2025-02-02,jsySHiRm8fJNrz6IubJskA==,jagAUFaNLXIR6Vp7jFGOeA==,-0.1330241347153473
2025-02-03,jsySHiRm8fJNrz6IubJskA==,jagAUFaNLXIR6Vp7jFGOeA==,-0.04726180557315807
2025-02-04,jsySHiRm8fJNrz6IubJskA==,jagAUFaNLXIR6Vp7jFGOeA==,-0.11754109247039113
2025-02-05,jsySHiRm8fJNrz6IubJskA==,jagAUFaNLXIR6Vp7jFGOeA==,-0.13109908529376274
2025-02-06,jsySHiRm8fJNrz6IubJskA==,jagAUFaNLXIR6Vp7jFGOeA==,-0.14873936074149602
2025-02-07,jsySHiRm8fJNrz6IubJskA==,jagAUFaNLXIR6Vp7jFGOeA==,-0.01658210352140363
2025-02-08,jsySHiRm8fJNrz6IubJskA==,jagAUFaNLXIR6Vp7jFGOeA==,0.003967599011223483
2025-02-09,jsySHiRm8fJNrz6IubJskA==,jagAUFaNLXIR6Vp7jFGOeA==,-0.048033088291594306
2025-02-10,jsySHiRm8fJNrz6IubJskA==,jagAUFaNLXIR6Vp7jFGOeA==,0.03871826050838614
2025-02-11,jsySHiRm8fJNrz6IubJskA==,jagAUFaNLXIR6Vp7jFGOeA==,-0.03169206895680607
2025-02-12,jsySHiRm8fJNrz6IubJskA==,jagAUFaNLXIR6Vp7jFGOeA==,-0.04659031286403248
2025-02-13,jsySHiRm8fJNrz6IubJskA==,jagAUFaNLXIR6Vp7jFGOeA==,-0.06684705209200115
2025-02-14,jsySHiRm8fJNrz6IubJskA==,jagAUFaNLXIR6Vp7jFGOeA==,0.06137650625913066
2025-02-15,jsySHiRm8fJNrz6IubJskA==,jagAUFaNLXIR6Vp7jFGOeA==,0.07666339221755683
2025-02-16,jsySHiRm8fJNrz6IubJskA==,jagAUFaNLXIR6Vp7jFGOeA==,0.018090380791309174
2025-02-17,jsySHiRm8fJNrz6IubJskA==,jagAUFaNLXIR6Vp7jFGOeA==,0.09701244951498636
