Дата,store_id,grouptxt,item_id,Quantity
2025-01-01,gPKQGw4P74wR5sEfXKoQ9g==,Кухонная МБТ_напитки,hFMAIk3YOt0R677GElyOTA==,0.6777509815101979
2025-01-02,gPKQGw4P74wR5sEfXKoQ9g==,Кухонная МБТ_напитки,hFMAIk3YOt0R677GElyOTA==,0.690970788107331
2025-01-03,gPKQGw4P74wR5sEfXKoQ9g==,Кухонная МБТ_напитки,hFMAIk3YOt0R677GElyOTA==,0.8457925334135887
2025-01-04,gPKQGw4P74wR5sEfXKoQ9g==,Кухонная МБТ_напитки,hFMAIk3YOt0R677GElyOTA==,0.5616738251163205
2025-01-05,gPKQGw4P74wR5sEfXKoQ9g==,Кухонная МБТ_напитки,hFMAIk3YOt0R677GElyOTA==,0.9068396958186843
2025-01-06,gPKQGw4P74wR5sEfXKoQ9g==,Кухонная МБТ_напитки,hFMAIk3YOt0R677GElyOTA==,0.7716784917359407
2025-01-07,gPKQGw4P74wR5sEfXKoQ9g==,Кухонная МБТ_напитки,hFMAIk3YOt0R677GElyOTA==,0.8659447937248894
2025-01-08,gPKQGw4P74wR5sEfXKoQ9g==,Кухонная МБТ_напитки,hFMAIk3YOt0R677GElyOTA==,0.6920494156664195
2025-01-09,gPKQGw4P74wR5sEfXKoQ9g==,Кухонная МБТ_напитки,hFMAIk3YOt0R677GElyOTA==,0.7055872768437488
2025-01-10,gPKQGw4P74wR5sEfXKoQ9g==,Кухонная МБТ_напитки,hFMAIk3YOt0R677GElyOTA==,0.8611664574343331
2025-01-11,gPKQGw4P74wR5sEfXKoQ9g==,Кухонная МБТ_напитки,hFMAIk3YOt0R677GElyOTA==,0.5782906187627903
2025-01-12,gPKQGw4P74wR5sEfXKoQ9g==,Кухонная МБТ_напитки,hFMAIk3YOt0R677GElyOTA==,0.9252090671539769
2025-01-13,gPKQGw4P74wR5sEfXKoQ9g==,Кухонная МБТ_напитки,hFMAIk3YOt0R677GElyOTA==,0.792310767991904
2025-01-14,gPKQGw4P74wR5sEfXKoQ9g==,Кухонная МБТ_напитки,hFMAIk3YOt0R677GElyOTA==,0.8893261841262751
2025-01-15,gPKQGw4P74wR5sEfXKoQ9g==,Кухонная МБТ_напитки,hFMAIk3YOt0R677GElyOTA==,0.7186170407464312
2025-01-16,gPKQGw4P74wR5sEfXKoQ9g==,Кухонная МБТ_напитки,hFMAIk3YOt0R677GElyOTA==,0.7357048435041873
2025-01-17,gPKQGw4P74wR5sEfXKoQ9g==,Кухонная МБТ_напитки,hFMAIk3YOt0R677GElyOTA==,0.8951014606893954
2025-01-18,gPKQGw4P74wR5sEfXKoQ9g==,Кухонная МБТ_напитки,hFMAIk3YOt0R677GElyOTA==,0.6161939239238855
2025-01-19,gPKQGw4P74wR5sEfXKoQ9g==,Кухонная МБТ_напитки,hFMAIk3YOt0R677GElyOTA==,0.9670976704347934
2025-01-20,gPKQGw4P74wR5sEfXKoQ9g==,Кухонная МБТ_напитки,hFMAIk3YOt0R677GElyOTA==,0.8380544504768556
2025-01-21,gPKQGw4P74wR5sEfXKoQ9g==,Кухонная МБТ_напитки,hFMAIk3YOt0R677GElyOTA==,0.9386386659789067
2025-01-22,gPKQGw4P74wR5sEfXKoQ9g==,Кухонная МБТ_напитки,hFMAIk3YOt0R677GElyOTA==,0.7710521123093953
2025-01-23,gPKQGw4P74wR5sEfXKoQ9g==,Кухонная МБТ_напитки,hFMAIk3YOt0R677GElyOTA==,0.7906578014503269
2025-01-24,gPKQGw4P74wR5sEfXKoQ9g==,Кухонная МБТ_напитки,hFMAIk3YOt0R677GElyOTA==,0.9518160148479857
2025-01-25,gPKQGw4P74wR5sEfXKoQ9g==,Кухонная МБТ_напитки,hFMAIk3YOt0R677GElyOTA==,0.6737745688585857
2025-01-26,gPKQGw4P74wR5sEfXKoQ9g==,Кухонная МБТ_напитки,hFMAIk3YOt0R677GElyOTA==,1.0245273403491504
2025-01-27,gPKQGw4P74wR5sEfXKoQ9g==,Кухонная МБТ_напитки,hFMAIk3YOt0R677GElyOTA==,0.8942171021735743
2025-01-28,gPKQGw4P74wR5sEfXKoQ9g==,Кухонная МБТ_напитки,hFMAIk3YOt0R677GElyOTA==,0.9923462677205084
2025-01-29,gPKQGw4P74wR5sEfXKoQ9g==,Кухонная МБТ_напитки,hFMAIk3YOt0R677GElyOTA==,0.8210753619607187
2025-01-30,gPKQGw4P74wR5sEfXKoQ9g==,Кухонная МБТ_напитки,hFMAIk3YOt0R677GElyOTA==,0.8357597601740318
2025-01-31,gPKQGw4P74wR5sEfXKoQ9g==,Кухонная МБТ_напитки,hFMAIk3YOt0R677GElyOTA==,0.9907877275606184
2025-02-01,gPKQGw4P74wR5sEfXKoQ9g==,Кухонная МБТ_напитки,hFMAIk3YOt0R677GElyOTA==,0.7054716533987676
2025-02-02,gPKQGw4P74wR5sEfXKoQ9g==,Кухонная МБТ_напитки,hFMAIk3YOt0R677GElyOTA==,1.0479064673781653
2025-02-03,gPKQGw4P74wR5sEfXKoQ9g==,Кухонная МБТ_напитки,hFMAIk3YOt0R677GElyOTA==,0.9083712593270707
2025-02-04,gPKQGw4P74wR5sEfXKoQ9g==,Кухонная МБТ_напитки,hFMAIk3YOt0R677GElyOTA==,0.9965377061378045
2025-02-05,gPKQGw4P74wR5sEfXKoQ9g==,Кухонная МБТ_напитки,hFMAIk3YOt0R677GElyOTA==,0.8147651613725815
2025-02-06,gPKQGw4P74wR5sEfXKoQ9g==,Кухонная МБТ_напитки,hFMAIk3YOt0R677GElyOTA==,0.8186330198204665
2025-02-07,gPKQGw4P74wR5sEfXKoQ9g==,Кухонная МБТ_напитки,hFMAIk3YOt0R677GElyOTA==,0.9627734926515922
2025-02-08,gPKQGw4P74wR5sEfXKoQ9g==,Кухонная МБТ_напитки,hFMAIk3YOt0R677GElyOTA==,0.6667568183235049
2025-02-09,gPKQGw4P74wR5sEfXKoQ9g==,Кухонная МБТ_напитки,hFMAIk3YOt0R677GElyOTA==,0.9989430537562842
2025-02-10,gPKQGw4P74wR5sEfXKoQ9g==,Кухонная МБТ_напитки,hFMAIk3YOt0R677GElyOTA==,0.8498766452622322
2025-02-11,gPKQGw4P74wR5sEfXKoQ9g==,Кухонная МБТ_напитки,hFMAIk3YOt0R677GElyOTA==,0.929487577569514
2025-02-12,gPKQGw4P74wR5sEfXKoQ9g==,Кухонная МБТ_напитки,hFMAIk3YOt0R677GElyOTA==,0.7403791618723207
2025-02-13,gPKQGw4P74wR5sEfXKoQ9g==,Кухонная МБТ_напитки,hFMAIk3YOt0R677GElyOTA==,0.7383532855038545
2025-02-14,gPKQGw4P74wR5sEfXKoQ9g==,Кухонная МБТ_напитки,hFMAIk3YOt0R677GElyOTA==,0.8782364681067585
