Дата,store_id,grouptxt,item_id,Quantity
2025-01-01,jsySHiRm8fJNrz6IubJskA==,Стиральные машины,jbAAUFaNLXIR6Yt2FTw+Hg==,1.4409293287718632
2025-01-02,jsySHiRm8fJNrz6IubJskA==,Стиральные машины,jbAAUFaNLXIR6Yt2FTw+Hg==,1.6307553968496955
2025-01-03,jsySHiRm8fJNrz6IubJskA==,Стиральные машины,jbAAUFaNLXIR6Yt2FTw+Hg==,1.6754884989712193
2025-01-04,jsySHiRm8fJNrz6IubJskA==,Стиральные машины,jbAAUFaNLXIR6Yt2FTw+Hg==,1.7126000870697071
2025-01-05,jsySHiRm8fJNrz6IubJskA==,Стиральные машины,jbAAUFaNLXIR6Yt2FTw+Hg==,1.7127691076051235
2025-01-06,jsySHiRm8fJNrz6IubJskA==,Стиральные машины,jbAAUFaNLXIR6Yt2FTw+Hg==,1.9557547322950195
2025-01-07,jsySHiRm8fJNrz6IubJskA==,Стиральные машины,jbAAUFaNLXIR6Yt2FTw+Hg==,1.7040679225378048
2025-01-08,jsySHiRm8fJNrz6IubJskA==,Стиральные машины,jbAAUFaNLXIR6Yt2FTw+Hg==,1.7550451633770863
2025-01-09,jsySHiRm8fJNrz6IubJskA==,Стиральные машины,jbAAUFaNLXIR6Yt2FTw+Hg==,1.9034499657983743
2025-01-10,jsySHiRm8fJNrz6IubJskA==,Стиральные машины,jbAAUFaNLXIR6Yt2FTw+Hg==,1.9076590639895117
2025-01-11,jsySHiRm8fJNrz6IubJskA==,Стиральные машины,jbAAUFaNLXIR6Yt2FTw+Hg==,1.9057503715810857
2025-01-12,jsySHiRm8fJNrz6IubJskA==,Стиральные машины,jbAAUFaNLXIR6Yt2FTw+Hg==,1.8689569546440379
2025-01-13,jsySHiRm8fJNrz6IubJskA==,Стиральные машины,jbAAUFaNLXIR6Yt2FTw+Hg==,2.0775277300182826
2025-01-14,jsySHiRm8fJNrz6IubJskA==,Стиральные машины,jbAAUFaNLXIR6Yt2FTw+Hg==,1.7943886582677573
