Дата,store_id,grouptxt,item_id,Quantity
2025-01-01,jsySHiRm8fJNrz6IubJskA==,Наушники,gPGQGw4P74wR5qxz/jGHWg==,0.2483996405167786
2025-01-02,jsySHiRm8fJNrz6IubJskA==,Наушники,gPGQGw4P74wR5qxz/jGHWg==,0.20328530286860322
2025-01-03,jsySHiRm8fJNrz6IubJskA==,Наушники,gPGQGw4P74wR5qxz/jGHWg==,0.1228506023568701
2025-01-04,jsySHiRm8fJNrz6IubJskA==,Наушники,gPGQGw4P74wR5qxz/jGHWg==,0.16939528478171592
2025-01-05,jsySHiRm8fJNrz6IubJskA==,Наушники,gPGQGw4P74wR5qxz/jGHWg==,0.3905904237604036
2025-01-06,jsySHiRm8fJNrz6IubJskA==,Наушники,gPGQGw4P74wR5qxz/jGHWg==,0.37294020419820095
2025-01-07,jsySHiRm8fJNrz6IubJskA==,Наушники,gPGQGw4P74wR5qxz/jGHWg==,0.2414123071157745
2025-01-08,jsySHiRm8fJNrz6IubJskA==,Наушники,gPGQGw4P74wR5qxz/jGHWg==,0.42288591668816844
2025-01-09,jsySHiRm8fJNrz6IubJskA==,Наушники,gPGQGw4P74wR5qxz/jGHWg==,0.37695024070353655
2025-01-10,jsySHiRm8fJNrz6IubJskA==,Наушники,gPGQGw4P74wR5qxz/jGHWg==,0.2917379780361371
2025-01-11,jsySHiRm8fJNrz6IubJskA==,Наушники,gPGQGw4P74wR5qxz/jGHWg==,0.3297512727260411
2025-01-12,jsySHiRm8fJNrz6IubJskA==,Наушники,gPGQGw4P74wR5qxz/jGHWg==,0.5389627079448495
2025-01-13,jsySHiRm8fJNrz6IubJskA==,Наушники,gPGQGw4P74wR5qxz/jGHWg==,0.5062688713253046
2025-01-14,jsySHiRm8fJNrz6IubJskA==,Наушники,gPGQGw4P74wR5qxz/jGHWg==,0.3571100676890723
2025-01-15,jsySHiRm8fJNrz6IubJskA==,Наушники,gPGQGw4P74wR5qxz/jGHWg==,0.5189054889428141
2025-01-16,jsySHiRm8fJNrz6IubJskA==,Наушники,gPGQGw4P74wR5qxz/jGHWg==,0.45183708047670473
2025-01-17,jsySHiRm8fJNrz6IubJskA==,Наушники,gPGQGw4P74wR5qxz/jGHWg==,0.3446669353468065
2025-01-18,jsySHiRm8fJNrz6IubJskA==,Наушники,gPGQGw4P74wR5qxz/jGHWg==,0.3605461921491308
2025-01-19,jsySHiRm8fJNrz6IubJskA==,Наушники,gPGQGw4P74wR5qxz/jGHWg==,0.5480984527456005
2025-01-20,jsySHiRm8fJNrz6IubJskA==,Наушники,gPGQGw4P74wR5qxz/jGHWg==,0.49485572804505307
2025-01-21,jsySHiRm8fJNrz6IubJskA==,Наушники,gPGQGw4P74wR5qxz/jGHWg==,0.326860965236543
2025-01-22,jsySHiRm8fJNrz6IubJskA==,Наушники,gPGQGw4P74wR5qxz/jGHWg==,0.47208693125035117
2025-01-23,jsySHiRm8fJNrz6IubJskA==,Наушники,gPGQGw4P74wR5qxz/jGHWg==,0.3912051315164189
2025-01-24,jsySHiRm8fJNrz6IubJskA==,Наушники,gPGQGw4P74wR5qxz/jGHWg==,0.2733899978605831
2025-01-25,jsySHiRm8fJNrz6IubJskA==,Наушники,gPGQGw4P74wR5qxz/jGHWg==,0.28211667574805693
2025-01-26,jsySHiRm8fJNrz6IubJskA==,Наушники,gPGQGw4P74wR5qxz/jGHWg==,0.4662357235181152
2025-01-27,jsySHiRm8fJNrz6IubJskA==,Наушники,gPGQGw4P74wR5qxz/jGHWg==,0.41340296241108354
2025-01-28,jsySHiRm8fJNrz6IubJskA==,Наушники,gPGQGw4P74wR5qxz/jGHWg==,0.24967868943699242
2025-01-29,jsySHiRm8fJNrz6IubJskA==,Наушники,gPGQGw4P74wR5qxz/jGHWg==,0.4029461102859882
2025-01-30,jsySHiRm8fJNrz6IubJskA==,Наушники,gPGQGw4P74wR5qxz/jGHWg==,0.33368267565545573
2025-01-31,jsySHiRm8fJNrz6IubJskA==,Наушники,gPGQGw4P74wR5qxz/jGHWg==,0.23076948106755674
2025-02-01,jsySHiRm8fJNrz6IubJskA==,Наушники,gPGQGw4P74wR5qxz/jGHWg==,0.25729691088389783
2025-02-02,jsySHiRm8fJNrz6IubJskA==,Наушники,gPGQGw4P74wR5qxz/jGHWg==,0.4616496183350063
2025-02-03,jsySHiRm8fJNrz6IubJskA==,Наушники,gPGQGw4P74wR5qxz/jGHWg==,0.4309487945104984
2025-02-04,jsySHiRm8fJNrz6IubJskA==,Наушники,gPGQGw4P74wR5qxz/jGHWg==,0.2906655956614778
2025-02-05,jsySHiRm8fJNrz6IubJskA==,Наушники,gPGQGw4P74wR5qxz/jGHWg==,0.4680551960803025
2025-02-06,jsySHiRm8fJNrz6IubJskA==,Наушники,gPGQGw4P74wR5qxz/jGHWg==,0.4229447237429788
2025-02-07,jsySHiRm8fJNrz6IubJskA==,Наушники,gPGQGw4P74wR5qxz/jGHWg==,0.34355978816679567
2025-02-08,jsySHiRm8fJNrz6IubJskA==,Наушники,gPGQGw4P74wR5qxz/jGHWg==,0.392347318704925
2025-02-09,jsySHiRm8fJNrz6IubJskA==,Наушники,gPGQGw4P74wR5qxz/jGHWg==,0.6170773434480016
2025-02-10,jsySHiRm8fJNrz6IubJskA==,Наушники,gPGQGw4P74wR5qxz/jGHWg==,0.6043012135902869
2025-02-11,jsySHiRm8fJNrz6IubJskA==,Наушники,gPGQGw4P74wR5qxz/jGHWg==,0.4789797202872675
2025-02-12,jsySHiRm8fJNrz6IubJskA==,Наушники,gPGQGw4P74wR5qxz/jGHWg==,0.6679301861708712
2025-02-13,jsySHiRm8fJNrz6IubJskA==,Наушники,gPGQGw4P74wR5qxz/jGHWg==,0.6306254511480739
